node1,node2
4955,"['4760', '987']"
4959,"['917', '1224']"
4960,['2957']
4963,"['4536', '1350', '1346']"
4978,['4305']
4979,['4528']
4982,"['2694', '4612']"
4984,['1001']
4988,['3141']
4990,['4216']
4992,['817']
4993,['2891']
4995,['1751']
4996,"['686', '899', '2951', '1303']"
5008,['3450']
5012,"['4792', '394']"
5013,"['1131', '2156', '3570']"
5031,"['1148', '2935', '3084', '20']"
5035,['4184']
5043,['3553']
5044,['2705']
5049,"['2728', '380']"
5053,['251']
5055,['4699']
5056,['4875']
5057,['3149']
5062,"['1042', '2262']"
5064,['73']
5066,['4713']
5067,['3103']
5074,['2016']
5079,"['643', '453']"
5085,"['4412', '3216']"
5088,"['4568', '2618']"
5091,['3212']
5093,['922']
5100,['2270']
5101,"['1326', '145']"
5103,['1407']
5107,['2447']
5119,['2080']
5120,"['1561', '2148']"
5121,['1610']
5123,['62']
5126,['2061']
5127,"['4693', '670']"
5130,['2156']
5131,['2520']
5136,"['1126', '988', '4202']"
5137,['4500']
5138,['2713']
5141,['3487']
5148,['359']
5154,['101']
5159,['4342']
5174,['1060']
5178,['1422']
5185,['2773']
5191,['3214']
5192,['4728']
5194,"['3494', '1858']"
5209,"['2675', '1691']"
5210,['259']
5211,['1944']
5214,['2392']
5215,['3953']
5218,['866']
5225,['3826']
5231,['2351']
5233,"['747', '2927']"
5235,['1993']
5258,"['1960', '1282']"
5259,"['5133', '5157']"
5260,['2716']
5261,['2307']
5262,['687']
5265,['373']
5271,['3686']
5272,['2971']
5278,['3203']
5280,['3423']
5281,['4387']
5286,['3341']
5288,['1989']
5290,['2543']
5291,"['4938', '866']"
5294,['4324']
5303,['2475']
5305,['4235']
5307,['1524']
5311,['4835']
5314,['2249']
5316,['2174']
5322,['65']
5338,['3871']
5339,['1664']
5344,['1919']
5345,['1073']
5347,"['3833', '159']"
5348,['4214']
5355,"['4772', '4410']"
5356,"['491', '2931', '3151']"
5365,['3177']
5367,['1415']
5376,['5282']
5379,"['2084', '2258']"
5381,"['2450', '5013']"
5382,['4990']
5387,['4329']
5388,['4316']
5391,['3470']
5392,['115']
5394,['2065']
5395,['5348']
5397,['4935']
5398,['1271']
5399,['2739']
5405,['1635']
5407,"['3491', '1271']"
5412,['2289']
5413,['4578']
5415,['2084']
5422,['1216']
5424,['4211']
5429,['3119']
5430,"['1337', '1204', '3547']"
5436,['597']
5453,['720']
5454,['2468']
5459,"['4471', '4544']"
5460,['207']
5463,['4044']
5464,"['4237', '4675']"
5466,['4938']
5467,['4427']
5468,"['561', '3571']"
5469,['4402']
5470,"['1384', '2630']"
5482,['3062']
5484,"['2913', '2431']"
5485,['4178']
5487,['1351']
5493,['141']
5499,['2272']
5500,['4035']
5501,['4728']
5508,"['2859', '4962']"
5509,"['2645', '857', '3499']"
5510,['5345']
5514,"['1540', '1837']"
5517,['2060']
5520,['4271']
5524,['2999']
5527,"['5325', '1743']"
5534,['3782']
5540,['1189']
5542,['4998']
5545,['1057']
5548,['3024']
5550,['1871']
5552,['1781']
5553,['5397']
5558,['5515']
5562,['1220']
5564,['2488']
5566,['4371']
5567,['3883']
5568,['2171']
5569,['2403']
5571,['1987']
5572,"['177', '5317']"
5573,"['794', '5560']"
5574,"['5366', '4609']"
5577,['4756']
5584,['4837']
5590,['2124']
5591,['1485']
5592,"['470', '5085']"
5593,['1100']
5595,['3803']
5596,['4764']
5598,['5377']
5606,['2094']
5609,['3196']
5610,['3257']
5612,['2370']
5620,"['2604', '4765', '1998']"
5624,['3800']
5628,['3762']
5630,['2208']
5631,"['343', '909', '2116']"
5632,['4709']
5634,['4979']
5638,['2569']
5639,['5633']
5645,['811']
5646,"['3880', '4684', '3110']"
5647,"['4600', '867']"
5650,['2082']
5651,['5238']
5653,"['4962', '2859']"
5654,['687']
5658,"['3296', '206']"
5660,['524']
5662,['2919']
5663,"['3906', '4067']"
5665,['1282']
5666,['3824']
5671,['3792']
5675,"['17', '2554']"
5679,"['4462', '1552']"
5682,['2941']
5688,"['2662', '265']"
5698,"['3870', '5094']"
5708,['4938']
5712,"['1617', '4907']"
5718,"['5592', '4412']"
5721,['939']
5723,['5046']
5725,['127']
5729,['1890']
5730,"['4350', '3927']"
5734,"['5232', '3209']"
5737,['26']
5739,['305']
5740,"['1559', '1409']"
5741,['2269']
5744,['3470']
5745,['5686']
5748,['535']
5753,['2773']
5754,['5739']
5771,['215']
5776,['2153']
5779,['1444']
5781,['1313']
5787,['3165']
5790,['2359']
5795,['1025']
5796,"['940', '3474']"
5797,['5406']
5798,['5052']
5799,"['5581', '4308', '1851']"
5800,['2447']
5804,"['1259', '2680']"
5805,['1492']
5806,['3684']
5807,['289']
5809,"['5631', '200']"
5810,['2066']
5812,['4265']
5813,['3145']
5816,['1981']
5818,['3445']
5822,['1419']
5824,['77']
5825,['994']
5826,['3445']
5838,['5550']
5840,['300']
5841,"['1793', '5692']"
5842,['5412']
5843,"['2580', '2310']"
5846,"['5691', '5277', '2858']"
5849,['5365']
5851,['1390']
5853,['2746']
5854,"['4822', '1754']"
5860,['3997']
5862,['5102']
5864,"['1316', '3303']"
5866,"['1702', '825', '2197', '3845']"
5868,['689']
5871,"['3782', '3839']"
5873,['325']
5874,['2145']
5875,"['4433', '3571', '1827']"
5878,['3208']
5883,['1502']
5892,['2595']
5895,['5862']
5896,['5629']
5897,['4298']
5915,"['2475', '3127']"
5917,['3503']
5918,"['4287', '3892']"
5921,"['1849', '587']"
5928,"['3635', '785']"
5929,['5605']
5933,['4932']
5935,['4795']
5937,['280']
5939,['3781']
5940,"['3442', '3750', '2542']"
5941,['4643']
5942,['3759']
5945,['4454']
5946,"['4759', '5535']"
5949,['1867']
5953,['5413']
5954,['3408']
5955,['373']
5956,"['3439', '3141']"
5957,['2548']
5964,['4145']
5965,['1695']
5975,['3260']
5976,['5196']
5979,['4869']
5984,['1060']
5985,['5468']
5992,['3503']
5996,['3887']
6009,['2915']
6014,['3844']
6015,"['2912', '2715']"
6016,['266']
6020,['710']
6021,['2982']
6024,['458']
6026,['4165']
6035,['5049']
6037,['3363']
6057,"['2041', '3520']"
6062,"['1460', '1108']"
6069,['3208']
6071,['4094']
6077,['1135']
6080,"['366', '6007']"
6085,['445']
6093,"['5809', '651', '343']"
6096,['5649']
6098,['3863']
6104,['3581']
6105,"['2894', '2492']"
6112,['5875']
6115,['2386']
6117,['6026']
6119,"['3927', '4350']"
6124,['665']
6125,['3413']
6127,"['3975', '3845', '1702']"
6137,['3084']
6139,['737']
6140,['5166']
6144,"['3751', '612']"
6145,['2162']
6151,"['5014', '2189']"
6153,"['3578', '1881', '3947', '322']"
6154,['656']
6155,['1399']
6157,['207']
6160,['4644']
6165,['5572']
6167,"['2551', '5123', '1392', '5946']"
6172,['2691']
6175,['767']
6183,['449']
6187,"['4612', '2688']"
6188,['1045']
6189,['5464']
6192,['3341']
6193,['3876']
6196,['3023']
6199,['995']
6203,['402']
6204,"['4699', '5695']"
6210,"['4021', '6144']"
6218,['2598']
6221,"['5913', '3062', '4206']"
6222,['3572']
6225,"['4994', '1075']"
6227,['2006']
6239,['1852']
6240,"['2081', '4094']"
6245,['4554']
6246,['2489']
6249,['5198']
6252,['5212']
6255,['280']
6256,"['4022', '5962']"
6257,['4362']
6265,['1975']
6273,['1626']
6274,['836']
6275,"['3699', '1808']"
6277,"['4370', '4601']"
6280,"['560', '5593']"
6284,"['449', '2402']"
6285,"['1543', '4495']"
6288,['27']
6289,"['326', '4390']"
6293,['5038']
6294,"['4183', '4257']"
6299,"['5725', '107']"
6300,['3160']
6306,['5880']
6308,['465']
6309,['155']
6311,['5793']
6312,"['5889', '5183']"
6316,"['3287', '1956']"
6319,"['2559', '6211']"
6322,"['5048', '815']"
6326,"['1603', '2813']"
6327,"['2773', '6118']"
6330,"['5647', '4535']"
6332,['231']
6335,"['3831', '5185']"
6336,['682']
6338,['3136']
6343,['1687']
6345,"['1088', '2528']"
6349,['2626']
6355,['4045']
6362,['4336']
6363,['6210']
6365,"['5071', '2361']"
6367,['3248']
6369,['861']
6370,['2706']
6382,['152']
6384,['6222']
6387,"['5107', '5668']"
6389,"['1683', '1090']"
6396,['3814']
6399,['3845']
6402,['4008']
6404,['2881']
6408,"['4412', '5592', '4261', '1624']"
6411,['2001']
6414,['2853']
6415,['4718']
6421,"['2469', '5044']"
6422,"['4418', '448']"
6423,['4385']
6424,"['465', '4167']"
6428,['5485']
6430,['355']
6431,['5121']
6432,['5822']
6433,['1584']
6441,['6423']
6447,['5344']
6448,['3225']
6449,['3298']
6454,"['2211', '4563', '5085']"
6455,['2856']
6456,['5031']
6457,"['5985', '5902']"
6463,['416']
6464,['3156']
6465,['101']
6469,['1037']
6471,['2468']
6476,['3248']
6477,['465']
6480,['5727']
6482,['4560']
6483,['609']
6485,['5563']
6486,['3498']
6493,['4855']
6502,['2857']
6504,['4798']
6506,['291']
6507,['3387']
6512,['1661']
6515,['1288']
6521,"['3700', '4529']"
6524,['2307']
6527,"['4156', '5821']"
6528,['5401']
6531,['5047']
6532,['1947']
6535,"['2269', '282']"
6543,['770']
6544,['498']
6546,['6396']
6554,['1640']
6556,['6152']
6557,['286']
6575,['4806']
6576,['5703']
6581,['2060']
6583,['4227']
6584,['5154']
6586,['6471']
6589,['1751']
6592,['5012']
6599,['6532']
6600,"['988', '1456']"
6601,['1156']
6604,['5027']
6608,"['4852', '4780']"
6611,"['6034', '1484']"
6612,['3658']
6618,"['3850', '6355']"
6621,['285']
6622,['850']
6628,['5116']
6633,['5438']
6640,"['4890', '4936']"
6641,"['6604', '2437']"
6642,['6369']
6646,['3519']
6648,['5235']
6650,['325']
6652,['346']
6656,['251']
6662,['874']
6664,['822']
6668,"['3831', '157', '6285']"
6670,['2547']
6675,['4327']
6678,"['3156', '4175']"
6686,['2698']
6688,['5333']
6689,['5185']
6690,['762']
6695,['1274']
6697,['4094']
6704,['1773']
6712,['2496']
6722,['5006']
6723,['3500']
6724,['5740']
6725,['5986']
6727,['351']
6728,['3095']
6729,"['1762', '3668']"
6730,['671']
6734,"['4511', '1899']"
6741,['198']
6750,['3553']
6751,['1687']
6752,['5012']
6755,['3479']
6758,['1220']
6759,['2309']
6763,['587']
6769,['2777']
6770,['2105']
6773,['1492']
6776,['4474']
6777,['6275']
6779,['4521']
6785,['5548']
6787,"['2320', '4951']"
6796,['537']
6797,['5807']
6799,['4049']
6800,"['1135', '5444']"
6801,['4357']
6803,"['2310', '4112', '2153']"
6804,['5492']
6811,['4530']
6814,['3527']
6817,"['5409', '217', '2735', '1759']"
6819,['6015']
6825,"['4165', '6117']"
6826,"['2153', '759']"
6828,['3008']
6834,['6544']
6835,"['632', '3436', '5886', '2479']"
6838,"['2752', '3139']"
6840,['6107']
6846,['5603']
6847,['6387']
6848,['2876']
6852,['2362']
6853,"['3207', '376']"
6858,"['5855', '2368']"
6860,"['4036', '1378']"
6870,['2063']
6876,['98']
6878,['242']
6879,['6289']
6882,"['658', '1850']"
6885,"['6704', '4180']"
6887,"['539', '4858']"
6890,['5311']
6891,['333']
6892,['1000']
6894,"['5843', '2943']"
6904,"['3545', '3591']"
6906,['5467']
6908,"['461', '3752']"
6909,"['6453', '1074', '1526']"
6920,['3257']
6921,['4381']
6923,['1034']
6925,['421']
6926,"['5592', '4412']"
6927,['3938']
6928,['6732']
6929,['3168']
6931,['2013']
6932,['3276']
6933,['738']
6934,"['6851', '6649']"
6936,['4261']
6939,['3972']
6940,['4486']
6945,['3508']
6954,"['6086', '6128']"
6957,['4816']
6960,"['2030', '672']"
6962,"['4051', '6067']"
6966,"['1327', '815']"
6968,['5263']
6970,['1466']
6973,['82']
6977,"['3287', '3564']"
6985,"['4242', '5729']"
6986,['3247']
6999,['6056']
7001,"['5985', '6077']"
7002,"['2739', '1786', '1428', '5755']"
7008,['371']
7009,['4613']
7010,"['6432', '4294', '419']"
7011,['861']
7012,['5062']
7013,['1300']
7018,['4815']
7024,['5129']
7025,"['4380', '6274']"
7027,['5781']
7028,['2028']
7029,"['6143', '438']"
7034,"['2801', '902']"
7041,['5572']
7042,['832']
7044,"['1942', '201']"
7055,"['164', '2116', '5295']"
7062,"['6730', '3563']"
7064,['5841']
7066,['950']
7067,['6725']
7074,['1767']
7075,"['4334', '4142', '2845']"
7077,['6106']
7081,['5056']
7082,['6513']
7086,"['6167', '6042']"
7088,['1862']
7091,"['4140', '6545', '5253']"
7093,['1186']
7095,['4224']
7097,['6576']
7099,"['4271', '1375', '3521', '6534', '1867']"
7101,['2602']
7106,['5375']
7110,"['2549', '6001']"
7115,"['4044', '4915']"
7119,['3768']
7121,['1407']
7124,['972']
7126,"['4389', '4907']"
7128,['1169']
7129,['5569']
7131,['4186']
7137,"['3547', '3113']"
7148,"['3634', '3653']"
7150,['1573']
7152,['4745']
7155,['4900']
7157,"['4316', '1853']"
7158,['5688']
7159,['2509']
7160,['4418']
7161,['2256']
7162,"['266', '3013']"
7166,"['1925', '4790']"
7175,['6423']
7176,['1749']
7179,['1189']
7180,['1871']
7181,['1194']
7182,['4559']
7186,['6995']
7189,['3441']
7192,['3502']
7197,['3402']
7202,['2259']
7203,['7013']
7211,['1616']
7212,['6266']
7214,['3972']
7217,['1525']
7220,"['3917', '2642']"
7221,['1556']
7223,['6862']
7225,['5364']
7228,['6945']
7230,['400']
7235,['185']
7236,['347']
7240,['1511']
7241,['124']
7246,['1280']
7248,"['3299', '6033']"
7249,['1940']
7250,['5078']
7251,"['5118', '1186']"
7253,"['2030', '524']"
7254,"['2050', '7217']"
7259,"['6736', '6884']"
7260,['5917']
7263,['6428']
7264,"['3526', '268']"
7265,['6215']
7269,['5269']
7272,"['3131', '2426', '650']"
7276,"['5446', '3070']"
7278,"['4812', '1177']"
7284,['614']
7285,['5559']
7286,"['2151', '3518']"
7290,['4663']
7294,['506']
7295,"['3588', '4902']"
7297,['2270']
7299,"['3340', '118']"
7301,['4334']
7302,['975']
7304,"['2699', '6201']"
7308,['805']
7312,"['2064', '6925', '1556']"
7313,['4568']
7320,['2554']
7322,['7275']
7327,['5944']
7328,['5686']
7329,['5776']
7332,['2289']
7341,['2593']
7345,['5177']
7346,['3627']
7347,"['3018', '3003', '6596']"
7350,['4129']
7354,"['5495', '2373', '3963']"
7356,"['4237', '4675', '814']"
7360,['2225']
7361,['2653']
7364,['3212']
7365,['5279']
7366,['22']
7373,['4995']
7380,['4802']
7383,"['1689', '1557']"
7387,"['6582', '4057', '3320']"
7392,"['6592', '4744']"
7400,['6467']
7401,['6612']
7402,['890']
7406,['3776']
7407,"['151', '4747', '7287']"
7409,['5364']
7410,"['3373', '4674']"
7411,['2575']
7412,"['6024', '4724']"
7413,['6775']
7415,['6720']
7416,"['6968', '4231']"
7418,['6346']
7420,"['5644', '5241']"
7422,['3951']
7424,"['6473', '4420']"
7425,['3520']
7426,"['6307', '6826', '1211']"
7429,['7033']
7432,['4270']
7433,"['157', '4918']"
7438,['1230']
7442,['3089']
7443,"['1158', '145', '5347']"
7446,['1983']
7447,['5752']
7449,['3694']
7450,['6897']
7452,['1996']
7455,['5539']
7460,['3002']
7467,"['4088', '6829', '5324']"
7473,['2679']
7474,['4978']
7475,"['2839', '7117', '4748']"
7476,['450']
7477,['3796']
7478,['2607']
7479,['5806']
7488,"['1080', '4518']"
7489,"['5388', '4098']"
7490,['553']
7491,"['4339', '3131']"
7492,"['1304', '3023']"
7494,"['2414', '5317']"
7496,['3044']
7497,['7231']
7499,['2732']
7500,"['2500', '2324', '738', '198', '3498']"
7506,['6553']
7512,"['5015', '3332']"
7513,"['4730', '934']"
7515,['4977']
7517,['2124']
7523,['563']
